Company Name,HeadQuarter,Sector,Amount($),Stage,Year Funded
Rheo,Bangalore,Technology,2000000.0,Series Stage ,2020
Axio Biosolutions,Bangalore,Education,5200000.0,Series Stage ,2020
Techbooze,Bangalore,Business Services,15000000.0,Series Stage ,2020
PayMart,Chandigarh,Finance,3000000.0,Series Stage ,2020
Testbook,Bangalore,Education,8400000.0,Series Stage ,2020
FabAlley,Noida,Business Services,1100000.0,Series Stage ,2020
HaikuJAM,Bangalore,Finance,3400000.0,Series Stage ,2020
Mamaearth,Bangalore,Business Services,18300000.0,Series Stage ,2020
Rentomojo,Bangalore,Consumer Services,2000000.0,Series Stage ,2020
Zomato,Bangalore,Consumer Services,150000000.0,Series Stage ,2020
Generico,Mumbai,Business Services,1400000.0,Series Stage ,2020
HighRadius,Hyderabad,Technology,125000000.0,Series Stage ,2020
Chai Kings,Chennai,Consumer Services,1000000.0,Series Stage ,2020
Rivigo,Gurugram,Transport,3400000.0,Series Stage ,2020
BuildPan,Indore,Technology,3000000.0,Seed Stage ,2020
Shiksha,Bangalore,Education,181000.0,Series Stage ,2020
Super Surfaces,Hyderabad,Business Services,500000.0,Series Stage ,2020
Quicko,Ahmedabad,Business Services,280000.0,Series Stage ,2020
Satin Creditcare,Gurgaon,Finance,15000000.0,Series Stage ,2020
XpressBees,Bangalore,Transport,10000000.0,Series Stage ,2020
FarmERP,Pune,Technology,3000000.0,Series Stage ,2020
Wealth Bucket,Bangalore,Finance,3000000.0,Series Stage ,2020
GoMechanic,Delhi,Technology,14700000.0,Series Stage ,2020
Fashor,Chennai,Consumer Services,1000000.0,Pre Series Stage ,2020
Leverage Edu,Delhi,Education,1500000.0,Series Stage ,2020
EpiFi,Bangalore,Finance,13200000.0,Seed Stage ,2020
Purplle,Mumbai,Consumer Services,8000000.0,Series Stage ,2020
Shuttl,Delhi,Transport,8043000.0,Series Stage ,2020
Pando,Chennai,Technology,9000000.0,Series Stage ,2020
Unbox Robotics,Bangalore,Technology,1200000.0,Pre Series Stage ,2021
upGrad,Mumbai,Education,120000000.0,Later Stage ,2021
Lead School,Mumbai,Education,30000000.0,Series Stage ,2021
Bizongo,Mumbai,E-Commerce,51000000.0,Series Stage ,2021
FypMoney,Gurugram,Finance,2000000.0,Seed Stage ,2021
Urban Company,New Delhi,Consumer Services,188000000.0,Later Stage ,2021
Comofi Medtech,Bangalore,Technology,200000.0,Later Stage ,2021
Qube Health,Mumbai,Technology,3500000.0,Pre Series Stage ,2021
Vitra.ai,Bangalore,Technology,3500000.0,Later Stage ,2021
Taikee,Mumbai,E-Commerce,1000000.0,Later Stage ,2021
Fitterfly,Mumbai,Technology,3000000.0,Pre Series Stage ,2021
FreeStand,New Delhi,E-Commerce,100000.0,Later Stage ,2021
MyDentalPlan,Bangalore,Religious,700000.0,Seed Stage ,2021
Freyr Energy,Hyderabad,Transport,2000000.0,Later Stage ,2021
DealShare,Jaipur,E-Commerce,9000000.0,Later Stage ,2021
Tessolve,Bangalore,Religious,40000000.0,Later Stage ,2021
Smart Joules,New Delhi,Transport,49000000.0,Later Stage ,2021
ORAI,Bangalore,Technology,400000.0,Pre Series Stage ,2021
ixamBee,New Delhi,Education,300000.0,Seed Stage ,2021
CoinSwitch Kuber,Bangalore,Finance,25000000.0,Series Stage ,2021
Razorpay,Bangalore,Finance,160000000.0,Series Stage ,2021
Uable,Bangalore,Education,3500000.0,Seed Stage ,2021
ZFW Hospitality,New Delhi,Agriculture,150000.0,Others Stage ,2021
Optimized Electrotech,Ahmedabad,Religious,1800000.0,Pre Series Stage ,2021
Northern Arc,Chennai,Finance,5000000.0,Later Stage ,2021
Chara,Bangalore,Technology,850000.0,Seed Stage ,2021
Sirona Hygiene,New Delhi,Technology,3000000.0,Series Stage ,2021
Pristyn Care,Gurugram,Technology,53000000.0,Series Stage ,2021
TrulyMadly,New Delhi,Entertainment,2000000.0,Pre Series Stage ,2021
Vidyakul,Bangalore,Education,500000.0,Seed Stage ,2021
Jambox Games,Bangalore,Religious,1100000.0,Seed Stage ,2021
Miko,Mumbai,Religious,6000000.0,Later Stage ,2021
SuperK,Amaravati,Religious,800000.0,Seed Stage ,2021
TagZ Foods,Bangalore,Agriculture,500000.0,Pre Series Stage ,2021
Fuel Buddy,New Delhi,Transport,1000000.0,Later Stage ,2021
M1xchange,Gurugram,Finance,10000000.0,Later Stage ,2021
Spintly,Goa,Technology,500000.0,Later Stage ,2021
EF Polymer,Rajsamand,Technology,200000.0,Later Stage ,2021
boAt,New Delhi,Religious,6000000.0,Later Stage ,2021
TruNativ,Mumbai,Agriculture,3500000.0,Seed Stage ,2021
iBus,Bangalore,Transport,21000000.0,Later Stage ,2021
Puresh Daily,Ranchi,Agriculture,100000.0,Seed Stage ,2021
LearnVern,Ahmedabad,Education,1000000.0,Later Stage ,2021
LimeChat,Faridabad,Religious,7500000.0,Seed Stage ,2021
Dybo,Bangalore,Technology,100000.0,Seed Stage ,2021
moEVing,Gurugram,Transport,1000000.0,Seed Stage ,2021
WeWork India,Bangalore,Technology,26000000.0,Later Stage ,2021
Solethreads,Gurugram,Consumer Services,1000000.0,Series Stage ,2021
Beldara,Mumbai,E-Commerce,7400000.0,Later Stage ,2021
CredFlow,New Delhi,Finance,2000000.0,Seed Stage ,2021
Do Your Thng,Gurugram,Marketing,1500000.0,Later Stage ,2021
Oye Rickshaw,Gurugram,Transport,3000000.0,Later Stage ,2021
Legitquest,New Delhi,Justice,600000.0,Later Stage ,2021
Swiggy,Bangalore,Agriculture,800000000.0,Later Stage ,2021
AntWak,Bangalore,Education,3500000.0,Seed Stage ,2021
PlayShifu,Bangalore,Education,17000000.0,Series Stage ,2021
Pitstop,Bangalore,Transport,3500000.0,Pre Series Stage ,2021
Lendingkart,Gujarat,Finance,15000000.0,Debt Stage ,2021
CRED,Bangalore,Finance,215000000.0,Series Stage ,2021
Karnival,Bangalore,Technology,2500000.0,Seed Stage ,2021
PharmEasy,Mumbai,Technology,350000000.0,Series Stage ,2021
WESS,Mumbai,Transport,2000000.0,Seed Stage ,2021
ShopSe,Mumbai,Finance,5500000.0,Later Stage ,2021
Fantasy Akhada,Gurugram,Entertainment,600000.0,Later Stage ,2021
Rage Coffee,New Delhi,Agriculture,3500000.0,Pre Series Stage ,2021
Groww,Bangalore,Finance,83000000.0,Series Stage ,2021
Avanti Finance,Bangalore,Finance,26000000.0,Series Stage ,2021
Kudos,Pune,Finance,3500000.0,Pre Series Stage ,2021
OfBusiness,Gurugram,Finance,110000000.0,Later Stage ,2021
Superpro.ai,Bangalore,Technology,3000000.0,Seed Stage ,2021
ShareChat,Bangalore,Marketing,500000000.0,Later Stage ,2021
WiT-ACE,Gurugram,Religious,1000000.0,Seed Stage ,2021
Spinny,Gurugram,Religious,65000000.0,Series Stage ,2021
Alteria Capital,Mumbai,Finance,150000000000.0,Debt Stage ,2021
Safexpay,Thane,Finance,6000000.0,Later Stage ,2021
PumPumPum,Gurugram,Consumer Services,700000.0,Pre Series Stage ,2021
Speciale Invest,Bangalore,Finance,10000000.0,Later Stage ,2021
Eunimart,Hyderabad,E-Commerce,700000.0,Pre Series Stage ,2021
Meesho,Bangalore,E-Commerce,300000000.0,Later Stage ,2021
CareerLabs,Bangalore,Education,2200000.0,Later Stage ,2021
Uable,Bangalore,Education,35000000.0,Pre Series Stage ,2021
Zoko,Bangalore,Technology,140000000.0,Seed Stage ,2021
GetWork,Gurugram,Technology,200000.0,Seed Stage ,2021
Easebuzz,Pune,E-Commerce,4000000.0,Series Stage ,2021
Chingari,Bangalore,Marketing,13000000.0,Later Stage ,2021
DusMinute,Bangalore,Religious,1100000.0,Pre Series Stage ,2021
Onsurity,Bangalore,Healthcare,3500000.0,Later Stage ,2021
Karbon Card,Bangalore,Finance,3500000.0,Later Stage ,2021
Factors.AI,Bangalore,Technology,2000000.0,Later Stage ,2021
Elevar,Mumbai,Entertainment,2000000.0,Later Stage ,2021
Studio Sirah,Bangalore,Technology,800000.0,Later Stage ,2021
OTO Capital,Mumbai,Finance,6000000.0,Later Stage ,2021
1Bridge,Bangalore,Consumer Services,2500000.0,Later Stage ,2021
Skeps,Gurugram,Finance,9500000.0,Later Stage ,2021
Curefoods,Bangalore,Agriculture,13000000.0,Later Stage ,2021
TartanSense,Bangalore,Technology,5000000.0,Later Stage ,2021
Bewakoof,Mumbai,Consumer Services,8000000.0,Later Stage ,2021
Kirana247,New Delhi,Transport,1000000.0,Later Stage ,2021
FanPlay,Bangalore,Technology,1200000.0,Later Stage ,2021
NeoDocs,Mumbai,Technology,3500000.0,Later Stage ,2021
IsGoingOnline,Cochin,Religious,200000.0,Later Stage ,2021
Camp K12,Gurugram,Education,12000000.0,Later Stage ,2021
Elda Health,Bangalore,Healthcare,1500000.0,Later Stage ,2021
Sporjo,Mumbai,Entertainment,2000000.0,Later Stage ,2021
Advantage Club,Mumbai,Human Resources,1700000.0,Later Stage ,2021
SuperGaming,Pune,Religious,5500000.0,Later Stage ,2021
Ruptok,New Delhi,Finance,1000000.0,Later Stage ,2021
TartanSense,Bangalore,Technology,5000000.0,Series Stage ,2021
Kirana247,New Delhi,Transport,1000000.0,Pre Series Stage ,2021
NeoDocs,Mumbai,Technology,3500000.0,Others Stage ,2021
IsGoingOnline,Cochin,Religious,200000.0,Pre Series Stage ,2021
Camp K12,Gurugram,Education,12000000.0,Series Stage ,2021
Elda Health,Bangalore,Healthcare,1500000.0,Seed Stage ,2021
Sporjo,Mumbai,Entertainment,2000000.0,Pre Series Stage ,2021
SuperGaming,Pune,Religious,5500000.0,Series Stage ,2021
O’ Be Cocktails,Bangalore,Technology,400000.0,Later Stage ,2021
Zetwerk,Bangalore,Industrial,150000000.0,Series Stage ,2021
AppsForBharat,Bangalore,Technology,4000000.0,Seed Stage ,2021
Imagimake,Mumbai,Consumer Services,3500000.0,Later Stage ,2021
Khatabook,Bangalore,Religious,100000000.0,Series Stage ,2021
Smytten,Gurugram,Consumer Services,6000000.0,Series Stage ,2021
Syook,Bangalore,Technology,1000000.0,Series Stage ,2021
Akudo,Bangalore,Finance,3500000.0,Others Stage ,2021
NOTO,Mumbai,Consumer Services,500000.0,Pre Series Stage ,2021
Lumiq,Noida,Technology,2000000.0,Seed Stage ,2021
CommerceUp,Gurugram,Technology,3500000.0,Seed Stage ,2021
Breathe Well-being,Gurugram,Healthcare,5500000.0,Series Stage ,2021
Hike,New Delhi,Technology,3500000.0,Later Stage ,2021
House of Kieraya,Bangalore,Religious,15000000.0,Later Stage ,2021
goEgoNetwork,Pune,Transport,2000000.0,Later Stage ,2021
Probus,New Delhi,Technology,500000.0,Later Stage ,2021
DrinkPrime,Bangalore,Consumer Services,1000000.0,Later Stage ,2021
Smart Express,Mumbai,Transport,10000000.0,Seed Stage ,2021
Smallcase,Bangalore,Finance,40000000.0,Series Stage ,2021
SATYA MicroCapital,New Delhi,Finance,10000000.0,Later Stage ,2021
Snack Amor,Mumbai,Agriculture,3500000.0,Later Stage ,2021
Postman,Bangalore,Technology,225000000.0,Series Stage ,2021
Hashnode,Bangalore,Technology,6700000.0,Series Stage ,2021
RACEnergy,Hyderabad,Transport,1300000.0,Seed Stage ,2021
BharatPe,New Delhi,Finance,20000000.0,Debt Stage ,2021
Gyde,Pune,Technology,250000.0,Seed Stage ,2021
BatteryPool,Pune,Transport,3500000.0,Seed Stage ,2021
AgNext,Chandigarh,Technology,21000000.0,Series Stage ,2021
Xpresslane,Bangalore,Technology,400000.0,Others Stage ,2021
LoanKuber,New Delhi,Technology,1200000.0,Pre Series Stage ,2021
OYO,Gurugram,Technology,5000000.0,Series Stage ,2021
Rapido,Bangalore,Technology,52000000.0,Later Stage ,2021
YPay,Noida,Finance,400000.0,Later Stage ,2021
SleepyCat,Mumbai,Technology,3800000.0,Later Stage ,2021
Ultrahuman,Bangalore,Healthcare,17500000.0,Later Stage ,2021
UpScalio,Gurugram,E-Commerce,42000000.0,Later Stage ,2021
Yellow Class,Gurugram,Education,6000000.0,Later Stage ,2021
Yojak,Gurugram,E-Commerce,3800000.0,Later Stage ,2021
CreatorStack,Bangalore,Technology,2000000.0,Later Stage ,2021
Expertrons,Mumbai,Education,2300000.0,Later Stage ,2021
Rage Coffee,New Delhi,Agriculture,5000000.0,Later Stage ,2021
Klub,Bangalore,Religious,20000000.0,Later Stage ,2021
Navia Life Care,New Delhi,Religious,1000000.0,Later Stage ,2021
1K Kirana Bazaar,Gurugram,Religious,7000000.0,Later Stage ,2021
Zupee,Gurugram,Religious,30000000.0,Later Stage ,2021
Locale.ai,Bangalore,Technology,1000000.0,Later Stage ,2021
VerSe Innovation,Bangalore,Entertainment,450000000.0,Later Stage ,2021
MetroRide,Bangalore,Transport,3500000.0,Later Stage ,2021
Miko,Mumbai,Consumer Services,28000000.0,Later Stage ,2021
Whiz League,New Delhi,Education,300000.0,Later Stage ,2021
Hash,New Delhi,Religious,3500000.0,Later Stage ,2021
Unacademy,Bangalore,Education,3500000.0,Later Stage ,2021
Log 9 Materials,Bangalore,Technology,8500000.0,Series Stage ,2021
upGrad,Mumbai,Education,25000000.0,Later Stage ,2021
FlashPrep,Bangalore,Education,500000.0,Others Stage ,2021
Kenko Health,Mumbai,Technology,1700000.0,Pre Series Stage ,2021
Wiz Freight,Chennai,Transport,3500000.0,Seed Stage ,2021
Credgenics,New Delhi,Religious,25000000.0,Series Stage ,2021
BlueLearn,Goa,Education,400000.0,Others Stage ,2021
NimbleBox.ai,Chennai,Technology,1000000.0,Seed Stage ,2021
Pickrr,Gurugram,Transport,12000000.0,Series Stage ,2021
Stellaris Venture Partners,Bangalore,Technology,225000000.0,Later Stage ,2021
Grip Invest,Gurugram,Religious,3000000.0,Series Stage ,2021
Heads Up For Tails,New Delhi,Consumer Services,37000000.0,Series Stage ,2021
Blue Tokai Coffee Roasters,New Delhi,Agriculture,2000000.0,Pre Series Stage ,2021
Neeman,Hyderabad,Consumer Services,2000000.0,Series Stage ,2021
BharatPe,New Delhi,Finance,370000000.0,Series Stage ,2021
GoSats,Bangalore,Finance,700000.0,Seed Stage ,2021
StockGro,Bangalore,Finance,5000000.0,Pre Series Stage ,2021
Onsurity,Bangalore,Healthcare,16000000.0,Series Stage ,2021
Khabri,Gurugram,Entertainment,2000000.0,Pre Series Stage ,2021
Celcius,Mumbai,Transport,500000.0,Later Stage ,2021
AyuRythm,Bangalore,Healthcare,3500000.0,Seed Stage ,2021
Enguru,Bangalore,Education,3500000.0,Pre Series Stage ,2021
Rocket Skills,Gurugram,Education,200000.0,Others Stage ,2021
RenewBuy,Gurugram,Finance,10000000.0,Series Stage ,2021
Faarms,Bangalore,Technology,2000000.0,Seed Stage ,2021
UrbanMatrix Technologies,Chennai,Technology,100000.0,Later Stage ,2021
Jupiter,Mumbai,Finance,44000000.0,Series Stage ,2021
Pixuate,Bangalore,Technology,1000000.0,Seed Stage ,2021
Playo,Bangalore,Entertainment,500000.0,Pre Series Stage ,2021
Toothsi,Mumbai,Healthcare,20000000.0,Series Stage ,2021
Soothe Healthcare,New Delhi,Consumer Services,10000000.0,Series Stage ,2021
Goodmeetings,Bangalore,Technology,1700000.0,Series Stage ,2021
Apnaklub,Bangalore,Religious,3500000.0,Seed Stage ,2021
ChefKart,Gurugram,Consumer Services,300000.0,Others Stage ,2021
Fashinza,Gurugram,Consumer Services,20000000.0,Series Stage ,2021
Fabheads,Chennai,Technology,3500000.0,Pre Series Stage ,2021
QuickShift,Pune,Transport,770000.0,Seed Stage ,2021
StackBOX,Bangalore,Transport,1200000.0,Later Stage ,2021
MedPrime Technologies,Thane,Healthcare,3500000.0,Seed Stage ,2021
infra.market,Thane,Religious,125000000.0,Series Stage ,2021
CollegeDekho,Gurgaon,Education,35000000.0,Series Stage ,2021
BOX8,Mumbai,Agriculture,40000000.0,Later Stage ,2021
Simpl,Bangalore,Consumer Services,40000000.0,Series Stage ,2021
8i Ventures,Mumbai,Technology,50000000.0,Later Stage ,2021
PayGlocal,Bangalore,Religious,4900000.0,Series Stage ,2021
Curefit,Bangalore,Technology,145000000.0,Later Stage ,2021
Pocket FM,Bangalore,Entertainment,22000000.0,Series Stage ,2021
CHARGE+ZONE,Vadodara,Transport,10000000.0,Later Stage ,2021
PlanetSpark,Gurugram,Education,13000000.0,Series Stage ,2021
LenDenClub,Mumbai,Religious,10000000.0,Series Stage ,2021
CometChat,Mumbai,Technology,10000000.0,Series Stage ,2021
AgroStar,Pune,Technology,70000000.0,Series Stage ,2021
Bizongo,Mumbai,Technology,100000000.0,Series Stage ,2021
Probus Insurance,Mumbai,Religious,6700000.0,Later Stage ,2021
MoEngage,Bangalore,Technology,30000000.0,Series Stage ,2021
CloudSEK,Bangalore,Technology,7000000.0,Series Stage ,2021
Exponent Energy,Bangalore,Transport,5000000.0,Pre Series Stage ,2021
Trinkerr,Bangalore,Technology,6600000.0,Series Stage ,2021
Zorro,Gurugram,Marketing,32000000.0,Seed Stage ,2021
Ultraviolette,Bangalore,Transport,150000000.0,Series Stage ,2021
NephroPlus,Hyderabad,Technology,24000000.0,Series Stage ,2021
Unremot,Bangalore,Technology,700000.0,Seed Stage ,2021
FanAnywhere,Bangalore,Religious,3500000.0,Seed Stage ,2021
PingoLearn,Pune,Education,200000.0,Later Stage ,2021
Spry,Mumbai,Entertainment,1500000.0,Seed Stage ,2021
Enmovil,Hyderabad,Technology,1300000.0,Pre Series Stage ,2021
ASQI Advisors,Mumbai,Religious,1000000.0,Pre Series Stage ,2021
Insurance Samadhan,New Delhi,Religious,725000.0,Pre Series Stage ,2021
Evenflow Brands,Mumbai,Consumer Services,500000.0,Later Stage ,2021
MasterChow,Bangalore,Religious,461000.0,Seed Stage ,2021
Fullife Healthcare,Bangalore,Healthcare,3500000.0,Later Stage ,2021
MoEVing,Gurugram,Transport,3500000.0,Later Stage ,2021
Pristyn Care,Gurugram,Technology,96000000.0,Series Stage ,2021
Plix,Mumbai,Technology,5000000.0,Series Stage ,2021
Uni Cards,Bangalore,Religious,70000000.0,Series Stage ,2021
Practically,Hyderabad,Education,5000000.0,Later Stage ,2021
Nestasia,Kolkata,Religious,4000000.0,Series Stage ,2021
Vedic Cosmeceuticals,Noida,Consumer Services,32000000.0,Series Stage ,2021
Juspay,Bangalore,Finance,60000000.0,Series Stage ,2021
TranZact,Mumbai,Technology,7000000.0,Series Stage ,2021
Atomberg,Mumbai,Consumer Services,20000000.0,Later Stage ,2021
Ola,Bangalore,Transport,500000000.0,Later Stage ,2021
Mohalla Tech,Bangalore,Marketing,266000000.0,Series Stage ,2021
Stack,Bangalore,Religious,4500000.0,Seed Stage ,2021
PropReturns,Mumbai,Transport,1200000.0,Later Stage ,2021
WeSkill,Gurugram,Education,4000000.0,Others Stage ,2021
Fitpage,Mumbai,Technology,300000.0,Later Stage ,2021
ShopMyLooks,Noida,Marketing,200000.0,Later Stage ,2021
ByteLearn,Noida,Education,9500000.0,Seed Stage ,2021
Dista,Pune,Technology,1200000.0,Seed Stage ,2021
OfBusiness,Gurugram,Religious,325000000.0,Later Stage ,2021
Bizongo,Mumbai,E-Commerce,100000000.0,Series Stage ,2021
FRND,Bangalore,Marketing,6500000.0,Series Stage ,2021
Metadome,Bangalore,Technology,4000000.0,Pre Series Stage ,2021
Keka HR,Hyderabad,Technology,1600000.0,Later Stage ,2021
The Gourmet Jar,Noida,Agriculture,150000.0,Later Stage ,2021
Flo Mobility,Bangalore,Technology,400000.0,Later Stage ,2021
Yodacart,Thane,E-Commerce,225000.0,Others Stage ,2021
TheHouseMonk,Bangalore,Transport,5000000.0,Later Stage ,2021
Zepto,Bangalore,E-Commerce,100000000.0,Later Stage ,2021
Sirona Hygiene,New Delhi,Technology,10000000.0,Later Stage ,2021
Jumbotail,Bangalore,E-Commerce,85000000.0,Series Stage ,2021
Captain Fresh,Bangalore,Transport,40000000.0,Series Stage ,2021
Deciwood,New Delhi,Consumer Services,200000.0,Later Stage ,2021
Kohbee,Bangalore,Education,235000.0,Others Stage ,2021
Perfora,Gurugram,Consumer Services,260000.0,Others Stage ,2021
Unbox Robotics,Pune,Transport,7000000.0,Series Stage ,2021
Ninety One,Ahmedabad,Consumer Services,30000000.0,Series Stage ,2021
Gobillion,New Delhi,Marketing,2900000.0,Seed Stage ,2021
RIPPLR,Bangalore,Transport,12000000.0,Pre Series Stage ,2021
SK Finance,Jaipur,Religious,53000000.0,Series Stage ,2021
Eggoz,Gurugram,Agriculture,3500000.0,Series Stage ,2021
Fabriclore,Jaipur,Consumer Services,700000.0,Pre Series Stage ,2021
Veefin,Mumbai,Technology,3000000.0,Later Stage ,2021
Verandah,Mumbai,Consumer Services,1000000.0,Seed Stage ,2021
Karkinos Healthcare,Mumbai,Technology,3500000.0,Later Stage ,2021
OWO Technologies,Gurugram,Agriculture,3000000.0,Seed Stage ,2021
EsportsXO,Bangalore,Religious,1100000.0,Seed Stage ,2021
Zorgers,Mohali,Technology,3500000.0,Later Stage ,2021
BangDB,Bangalore,Technology,3500000.0,Later Stage ,2021
Neobank Jupiter,Mumbai,Finance,86000000.0,Series Stage ,2021
Skippi Ice Pops,Hyderabad,Agriculture,130000.0,Later Stage ,2021
Glii,Noida,Entertainment,10000.0,Seed Stage ,2021
GlobalBees,New Delhi,E-Commerce,111000000.0,Series Stage ,2021
Mamaearth,Gurugram,Technology,37000000.0,Later Stage ,2021
SecureNow,Gurugram,Religious,6000000.0,Series Stage ,2021
Vendor Infra,Gurugram,Religious,265000.0,Later Stage ,2021
Hakuna Matata,Chennai,Technology,1000000.0,Later Stage ,2021
OneCard,Pune,Religious,76000000.0,Later Stage ,2021
Doubtnut,Gurugram,Education,30000000.0,Series Stage ,2021
Hubhopper,New Delhi,Marketing,3500000.0,Later Stage ,2021
Infra.Market,Thane,Religious,100000000.0,Series Stage ,2021
Comofi Medtech,Bangalore,Healthcare,200000.0,Later Stage ,2021
Battery Smart,New Delhi,Religious,3500000.0,Seed Stage ,2021
Kutuki,Bangalore,Education,2000000.0,Seed Stage ,2021
Onelife,Mumbai,Healthcare,3500000.0,Later Stage ,2021
Eupheus,New Delhi,Education,4000000.0,Series Stage ,2021
KreditBee,Bangalore,Finance,75000000.0,Series Stage ,2021
Pencil,Mumbai,Marketing,1000000.0,Pre Series Stage ,2021
Aisle,Bangalore,Entertainment,3500000.0,Pre Series Stage ,2021
Marquee Equity,Mumbai,Finance,3800000.0,Later Stage ,2021
UptimeAI,Bangalore,Technology,1500000.0,Seed Stage ,2021
WizKlub,Bangalore,Education,800000.0,Pre Series Stage ,2021
Zolve,Bangalore,Finance,15000000.0,Seed Stage ,2021
MediBuddy,Bangalore,Education,3000000.0,Debt Stage ,2021
Pariksha,Pune,Education,2000000.0,Pre Series Stage ,2021
Express Stores,Gurugram,E-Commerce,1000000.0,Seed Stage ,2021
Avataar Ventures,Bangalore,Finance,100000000.0,Later Stage ,2021
Zingbus,Haryana,Transport,3500000.0,Pre Series Stage ,2021
Phable,Bangalore,Technology,12000000.0,Series Stage ,2021
Codingal,Bangalore,Education,3500000.0,Later Stage ,2021
Supply6,Bangalore,Religious,100000.0,Seed Stage ,2021
Swajal,Gurugram,Consumer Services,1600000.0,Pre Series Stage ,2021
BharatPe,New Delhi,Finance,100000000.0,Series Stage ,2021
Filo,New Delhi,Education,260000.0,Others Stage ,2021
Method & Madness,Mumbai,Transport,2000000.0,Seed Stage ,2021
EduFund,Gujarat,Finance,300000.0,Others Stage ,2021
Pepperfry,Mumbai,E-Commerce,30000000.0,Debt Stage ,2021
Zingavita,Chandigarh,Technology,400000.0,Later Stage ,2021
Hypd Store,New Delhi,Marketing,3500000.0,Others Stage ,2021
VerSe Innovation,Bangalore,Marketing,1000000000.0,Series Stage ,2021
Supersourcing,Indore,Technology,200000.0,Seed Stage ,2021
AutomataPi,Powai,Technology,400000.0,Seed Stage ,2021
Newton School,Bangalore,Education,5000000.0,Series Stage ,2021
TenderCuts,Chennai,Agriculture,15000000.0,Later Stage ,2021
Siply,Bangalore,Finance,1000000.0,Seed Stage ,2021
SarvaGram,Mumbai,Finance,10000000.0,Series Stage ,2021
Unlu,Gurugram,Marketing,1000000.0,Seed Stage ,2021
GlobalFair,Gurugram,Religious,2000000.0,Seed Stage ,2021
Eduvanz,Mumbai,Finance,10000000.0,Debt Stage ,2021
OwO,Gurugram,E-Commerce,200000.0,Later Stage ,2021
Progcap,New Delhi,Finance,1000000.0,Debt Stage ,2021
ABL Workspaces,New Delhi,Technology,600000.0,Pre Series Stage ,2021
Nazara Technologies,Mumbai,Religious,10000000.0,Later Stage ,2021
Scentials,Mumbai,Healthcare,6000000.0,Later Stage ,2021
SplashLearn,Gurugram,Education,18000000.0,Series Stage ,2021
Maya,Bangalore,Technology,2200000.0,Seed Stage ,2021
GoTo,Ghaziabad,Transport,150000.0,Later Stage ,2021
MediBuddy,Bangalore,Technology,40000000.0,Series Stage ,2021
Zetwerk,Bangalore,E-Commerce,120000000.0,Series Stage ,2021
Remedico,Hyderabad,Healthcare,500000.0,Later Stage ,2021
PrepBytes,Gurugram,Education,3500000.0,Later Stage ,2021
SATYA MicroCapital,New Delhi,Finance,20000000.0,Later Stage ,2021
YourPhysio,Nagpur,Technology,350000.0,Others Stage ,2021
Aviom Housing Finance,New Delhi,Finance,1000000.0,Debt Stage ,2021
Hemp Horizons,Noida,Religious,200000.0,Seed Stage ,2021
MPL,Bangalore,Religious,95000000.0,Later Stage ,2021
Koo,Bangalore,Marketing,4100000.0,Series Stage ,2021
InnerHour,Mumbai,Healthcare,5200000.0,Series Stage ,2021
Origo,Gurugram,Technology,10000000.0,Debt Stage ,2021
ExMyB,Gurugram,Business Services,3500000.0,Seed Stage ,2021
Elucidata,New Delhi,Technology,5000000.0,Pre Series Stage ,2021
Saveo,Bangalore,Technology,4000000.0,Seed Stage ,2021
Qin1,Noida,Education,3500000.0,Pre Series Stage ,2021
DotPe,Gurugram,Finance,8000000.0,Seed Stage ,2021
Taskmo,Bangalore,E-Commerce,1400000.0,Later Stage ,2021
MasterMentors,West Bengal,Education,1500000.0,Later Stage ,2021
KIKO TV,Mumbai,E-Commerce,3500000.0,Pre Series Stage ,2021
Quali55Care,Mumbai,Healthcare,3500000.0,Seed Stage ,2021
Ruptok,New Delhi,Finance,10000000.0,Later Stage ,2021
RevFin,New Delhi,Finance,3500000.0,Later Stage ,2021
SeeVC,New Delhi,Technology,1000000.0,Seed Stage ,2021
Junio,New Delhi,Education,1000000.0,Later Stage ,2021
VenWiz,Bangalore,E-Commerce,300000.0,Seed Stage ,2021
Vista Rooms,Mumbai,Technology,1000000.0,Later Stage ,2021
Makers Hive,Hyderabad,Technology,9000000.0,Later Stage ,2021
Headfone,Bangalore,Marketing,3000000.0,Seed Stage ,2021
Zouk,Mumbai,Consumer Services,3500000.0,Seed Stage ,2021
MPL,Bangalore,Religious,5000000.0,Later Stage ,2021
GrowFix,Bangalore,Finance,2000000.0,Seed Stage ,2021
Bombay Shaving Company,New Delhi,Consumer Services,6000000.0,Later Stage ,2021
Dunzo,Bangalore,Transport,40000000.0,Series Stage ,2021
BeyondSkool,Mumbai,Education,2000000.0,Seed Stage ,2021
Mindler,New Delhi,Education,1000000.0,Pre Series Stage ,2021
Fashinza,Gurgaon,E-Commerce,2600000.0,Seed Stage ,2021
BharatPe,New Delhi,Finance,6000000.0,Debt Stage ,2021
Turnip,Bangalore,Religious,1600000.0,Seed Stage ,2021
Furlenco,Bangalore,Consumer Services,2000000.0,Later Stage ,2021
Inficold,New Delhi,Consumer Services,900000.0,Pre Series Stage ,2021
KIWI,New Delhi,Technology,250000.0,Seed Stage ,2021
Digit Insurance,Bangalore,Finance,3500000.0,Later Stage ,2021
BharatPe,New Delhi,Finance,10000000.0,Debt Stage ,2021
MFine,Bangalore,Healthcare,16000000.0,Later Stage ,2021
